epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,100.175,0.50437,0.29479,0.88692,0.99661,1,0.995,0.9091,0.49474,0.23653,0.81761,0.00103715,0.00103715,0.00103715
88,101.239,0.4817,0.29622,0.85332,0.99892,1,0.995,0.91757,0.50379,0.24644,0.8229,0.00103468,0.00103468,0.00103468
89,102.488,0.46154,0.28628,0.85118,0.99604,1,0.995,0.89911,0.52184,0.25015,0.83039,0.0010322,0.0010322,0.0010322
90,103.53,0.48455,0.28917,0.86485,0.99678,1,0.995,0.90991,0.50251,0.23381,0.82339,0.00102972,0.00102972,0.00102972
91,104.575,0.46679,0.29108,0.8652,0.99687,1,0.995,0.90729,0.49833,0.23046,0.82327,0.00102725,0.00102725,0.00102725
92,105.649,0.46671,0.28771,0.8609,0.99698,1,0.995,0.8991,0.5044,0.2366,0.82502,0.00102478,0.00102478,0.00102478
93,106.698,0.47966,0.29387,0.86136,0.99689,1,0.995,0.9163,0.51235,0.24492,0.82536,0.0010223,0.0010223,0.0010223
94,107.756,0.45946,0.28077,0.85381,0.99668,1,0.995,0.90196,0.52858,0.24735,0.82908,0.00101983,0.00101983,0.00101983
95,108.827,0.47123,0.28305,0.87995,0.99659,1,0.995,0.90584,0.52582,0.24765,0.82855,0.00101735,0.00101735,0.00101735
96,109.871,0.46692,0.28244,0.86575,0.99648,1,0.995,0.902,0.52101,0.24343,0.82967,0.00101488,0.00101488,0.00101488
97,110.947,0.45263,0.27913,0.86178,0.99898,1,0.995,0.90902,0.52053,0.23933,0.82838,0.0010124,0.0010124,0.0010124
98,113.218,0.4512,0.2719,0.86705,0.99668,1,0.995,0.90428,0.529,0.23845,0.82924,0.00100993,0.00100993,0.00100993
99,115.436,0.46713,0.2805,0.8478,0.99697,1,0.995,0.90982,0.51748,0.23988,0.82478,0.00100745,0.00100745,0.00100745
100,117.878,0.46052,0.28566,0.86635,0.99664,1,0.995,0.90098,0.5111,0.23708,0.82609,0.00100497,0.00100497,0.00100497
101,120.085,0.48177,0.28977,0.85222,0.99659,1,0.995,0.90606,0.50968,0.23171,0.82599,0.0010025,0.0010025,0.0010025
102,122.354,0.43931,0.27842,0.86199,0.9969,1,0.995,0.9139,0.47532,0.23055,0.81352,0.00100003,0.00100003,0.00100003
103,124.7,0.46318,0.29576,0.85895,0.99745,1,0.995,0.91311,0.5065,0.23997,0.82264,0.00099755,0.00099755,0.00099755
104,127,0.49017,0.28829,0.86124,0.99636,1,0.995,0.89824,0.51063,0.24329,0.8281,0.000995075,0.000995075,0.000995075
105,129.374,0.50451,0.28983,0.86394,1,1,0.995,0.91537,0.4975,0.24967,0.82966,0.0009926,0.0009926,0.0009926
106,131.592,0.4738,0.28488,0.86768,1,1,0.995,0.91527,0.51528,0.23919,0.83675,0.000990125,0.000990125,0.000990125
